,proposition,gold_label,policy_trial,gemmaRR,gemmaRRR,gemmaRedact,gemmaSP,gemmadual,gemmanopol,nemoRR,nemoRRR,nemoRedact,nemoSP,nemodual,nemonopol,proportion_right,gini,PHATE_1,PHATE_2
142,"BNP PARIBAS and its subsidiaries disclaim responsibility for the message if it has been modified, as the internet cannot guarantee the integrity of the message.",True,False,False,False,True,True,True,True,False,True,False,True,True,True,0.6666666666666666,0.4444444444444444,0.008603670905425418,0.015791012621241482
143,The confidentiality notice is provided in both French and English.,True,False,False,True,False,True,True,True,False,True,True,True,True,True,0.75,0.375,0.007886423566649163,0.01570195035692654
144,BNP Paribas does not conduct a weekly Commodity Futures AGA Survey.,False,True,False,False,True,False,False,False,True,True,True,False,False,False,0.6666666666666666,0.4444444444444444,0.01868399949470662,0.02623588476726925
145,"The email does not contain internal AGA estimates with specific numeric data (+49 last year, +78 last week).",False,True,True,True,True,False,True,False,True,False,True,True,False,False,0.4166666666666667,0.48611111111111105,0.01740530046723747,0.01144354814658087
146,The AGA estimates must not be submitted by Noon EST today.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.02444145030238804,0.0006038931811124565
147,The email communication is not confidential and is not intended solely for specified recipients at BNP Paribas.,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.9166666666666666,0.1527777777777779,0.013718695051742193,0.01917387535206854
148,"Authorized use, dissemination, or publication of the message is permitted without formal approval.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.011356215989864523,0.015482411999720844
149,BNP Paribas claims liability for message integrity over the internet in case of message modification.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.00979109536826388,0.015511377822720598
150,The subject of the email is not 'BNP PARIBAS Commodity Futures Weekly AGA Survey'.,False,False,True,True,True,False,False,False,True,True,True,False,False,False,0.5,0.5,0.016858680659271864,0.02366631579045651
151,The email is a reminder not to get AGA estimates in by Noon EST (11:00 CST) today.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.02342748976783623,0.004091972629498366
152,The AGA estimate last year was not +49.,False,False,True,False,False,False,True,False,True,False,True,False,False,False,0.6666666666666666,0.4444444444444444,0.01667476704157842,0.0007447209607538335
153,The AGA estimate last week was not +78.,False,False,True,False,False,False,False,False,False,False,True,True,False,False,0.75,0.375,0.017298109285447255,0.0009420015924925651
154,The email sender signs off as Michael Smith from XYZ Corp.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.016285444870454358,0.019810643135389782
155,"The message and any attachments are not intended solely for the exclusive use of the addressees, and they are not confidential.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.015619172220752415,0.026619365561644445
156,"If the message is received in error, the recipient should destroy the message and immediately ignore the sender.",False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.9166666666666666,0.1527777777777779,0.01596340724774184,0.015829510663583266
157,"Any use of the message that conforms to its purpose, any dissemination or publication, partial or total, is allowed without express authorization.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.011618744742528272,0.016473020348278196
158,"BNP PARIBAS and its subsidiaries accept full responsibility for the message regardless of whether it has been modified, because they can guarantee the integrity of the message.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.00818625933347588,0.015433546139597729
159,The confidentiality notice appears exclusively in French.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9166666666666666,0.1527777777777779,0.008253942247340156,0.01601685299962136
160,Errol McLaughlin has the internal extension number X5-8274.,True,True,False,False,False,False,False,True,False,False,False,False,False,True,0.16666666666666666,0.2777777777777777,0.02371969201101297,0.016350362476717138
161,Sherry is an employee being recognized for hard work.,True,True,False,False,False,True,False,True,False,False,False,False,False,True,0.25,0.375,0.02778353659905787,0.010126106950493909
162,There is an intention to use internal contacts to get Rockets tickets for Sherry.,True,True,False,False,False,True,False,True,False,True,True,True,False,True,0.5,0.5,0.014860766168301176,-0.01471210415918786
163,The Rockets are playing the Clippers tomorrow night.,True,True,False,False,False,False,True,True,False,False,False,False,False,True,0.25,0.375,0.007727297815819861,-0.027486281379453477
164,Sherry has never been to a Rockets game before.,True,True,False,False,False,False,True,True,False,False,False,False,False,True,0.25,0.375,0.010007971319048617,-0.024560633509841053
165,The subject of the email is 'Sherry'.,True,False,False,False,False,True,False,True,False,False,False,False,False,True,0.25,0.375,0.02122488860402818,0.021836159110027488
166,Errol McLaughlin is requesting a favor from John Arnold.,True,False,False,False,False,True,True,True,True,True,False,True,True,True,0.6666666666666666,0.4444444444444444,0.024672904613164442,0.014599804859568343
167,The Houston Rockets are playing the Clippers tomorrow night.,True,False,False,False,False,False,False,True,False,False,True,True,True,True,0.4166666666666667,0.48611111111111116,0.0076489823148291015,-0.027595069751310795
168,Errol mentions that no one else wants to see the Clippers.,True,False,False,False,False,True,True,True,False,False,True,False,True,True,0.5,0.5,0.008704263321633876,-0.01898171502482335
169,The email is copied to no one (cc is empty).,True,False,False,True,False,False,True,True,False,False,True,True,True,True,0.5833333333333334,0.48611111111111105,0.017841088506070513,0.019807960716327754
170,Errol McLaughlin does not have the internal extension number X5-8274.,False,True,True,False,True,False,False,False,False,False,False,False,False,False,0.8333333333333334,0.2777777777777777,0.024506660317834588,0.017615788385886885
171,Sherry is a client being recognized for hard work.,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0.9166666666666666,0.1527777777777779,0.02826319872317345,0.008072665381047483
172,There is no intention to use internal contacts to get Rockets tickets for Sherry.,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0.9166666666666666,0.1527777777777779,0.01052644316053533,-0.02220931507359048
173,The Rockets are not playing the Clippers tomorrow night.,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0.8333333333333334,0.2777777777777777,0.006938695746330121,-0.027381099687764837
174,Sherry has been to a Rockets game before.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.009801123677219373,-0.024018955356243217
175,The subject of the email is not 'Sherry'.,False,False,True,True,True,False,True,False,True,True,False,False,True,False,0.4166666666666667,0.48611111111111105,0.014606789455327743,0.02942615150070679
176,Errol McLaughlin is not requesting a favor from John Arnold.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9166666666666666,0.1527777777777779,0.027294845400489466,0.01335333457190957
177,The Houston Rockets are playing the Lakers tomorrow night.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.00718468960657007,-0.028887099213506764
178,Errol mentions that someone else wants to see the Clippers.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9166666666666666,0.1527777777777779,0.013386014818497658,-0.015138816417455658
179,The email is copied to someone.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.017060953924055593,0.02030679753964633
180,Fr. Borys Gudziak is the head of the new Ukrainian Catholic University.,True,True,False,False,False,True,True,True,False,False,True,True,False,True,0.5,0.5,-0.0640744993666528,-0.014883165158527023
181,Fr. Borys Gudziak is a respected leader and scholar in Ukraine.,True,True,False,False,False,True,False,True,True,True,True,True,True,True,0.6666666666666666,0.4444444444444444,-0.06372335991418077,-0.013698894502590193
182,"Since Yanukovich became president, the situation of Fr. Gudziak and the Catholic community has come under siege.",True,True,False,False,False,True,False,True,False,True,True,True,False,True,0.5,0.5,-0.059686799567163315,-0.010981469954312815
183,Academic freedom at the Ukrainian Catholic University is under threat since Yanukovich's presidency.,True,True,False,False,False,False,False,True,True,False,False,False,True,True,0.3333333333333333,0.4444444444444444,-0.059365394593891466,-0.012127779056337554
184,The US Ukrainian community is alarmed about recent developments in Ukraine.,True,True,False,False,False,True,True,True,True,False,True,True,True,True,0.6666666666666666,0.4444444444444444,-0.0508070568986184,-0.0029225618480886667
185,There is a series of emails concerning threats to the Catholic community and academic freedom in Ukraine.,True,True,False,True,False,True,False,True,True,False,True,True,True,True,0.6666666666666666,0.4444444444444444,-0.05284612686071958,-0.005564868601603485
186,"John Tefft, a US official, has been informed about these events.",True,True,False,False,False,True,False,True,False,False,False,False,True,True,0.3333333333333333,0.4444444444444444,-0.03295479524737445,0.027700674806002502
187,Correspondences between US Ukrainian community and others regarding the crisis are being compiled.,True,True,False,False,False,True,True,True,True,True,False,True,False,True,0.5833333333333334,0.48611111111111105,-0.04216945257984034,0.007463784400100313
188,The Catholic community in Ukraine sees the message recipient as their champion.,True,True,False,False,False,True,False,True,False,False,True,False,True,True,0.4166666666666667,0.48611111111111116,-0.058801459800957405,-0.009377632143790868
189,"Since the meeting, much progress has been made in Lviv.",True,False,True,False,True,False,False,False,True,False,True,True,True,True,0.5833333333333334,0.48611111111111105,-0.05879133697279157,-0.005006489389424003
190,Fr. Borys Gudziak has become a respected leader and scholar.,True,False,False,False,False,True,False,True,True,False,True,True,True,True,0.5833333333333334,0.48611111111111105,-0.06214744933216869,-0.01164191386566313
191,"The situation of Fr. Borys Gudziak, the Catholic community, and academic freedom has come under siege since Yanukovych became president.",True,False,False,False,False,False,False,True,False,False,True,False,True,True,0.3333333333333333,0.4444444444444444,-0.06199412184376175,-0.013934400809814746
192,John Tefft is aware of recent events concerning Fr. Gudziak and the Catholic community.,True,False,False,False,False,True,True,True,False,False,True,False,False,True,0.4166666666666667,0.48611111111111116,-0.046694366552870854,0.00964008485860594
193,The recent developments concerning Fr. Gudziak and the Catholic community are described as not a good turn of events.,True,False,True,False,True,True,True,True,True,True,True,True,True,True,0.9166666666666666,0.1527777777777779,-0.05711026467913791,-0.00537497585190776
194,Fr. Borys Gudziak is not the head of the new Ukrainian Catholic University.,False,True,True,False,True,False,False,False,True,False,False,False,True,False,0.6666666666666666,0.4444444444444444,-0.06413124613019452,-0.014955911485749332
195,Fr. Borys Gudziak is not a respected leader and scholar in Ukraine.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.06324042019695247,-0.013498680085862176
196,"Since Yanukovich became president, the situation of Fr. Gudziak and the Catholic community has not come under siege.",False,True,False,False,False,True,True,False,True,False,False,False,False,False,0.75,0.375,-0.06054822755560295,-0.012315961384377763
197,Academic freedom at the Ukrainian Catholic University is not under threat since Yanukovich's presidency.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.056789737141255556,-0.01021184284779622
198,The US Ukrainian community is not alarmed about recent developments in Ukraine.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.05371076621269033,-0.006215073397814158
199,There is no series of emails concerning threats to the Catholic community and academic freedom in Ukraine.,False,True,False,True,False,False,False,False,True,True,False,False,True,False,0.6666666666666666,0.4444444444444444,-0.044832540546966115,0.00161466308777422
200,"John Tefft, a US official, has not been informed about these events.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.035390927246135344,0.02593282743193234
201,Correspondences between the US Ukrainian community and others regarding the crisis are not being compiled.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.05093786534941737,-0.0025149044378765164
202,The Catholic community in Ukraine does not see the message recipient as their champion.,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.9166666666666666,0.1527777777777779,-0.05629979889850931,-0.0077430456317270895
203,"Since the meeting, no progress has been made in Kyiv.",False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.9166666666666666,0.1527777777777779,-0.056327190488951406,-0.005579404842529414
204,Fr. Borys Gudziak has not become a respected leader and scholar.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.06233012092580445,-0.012014255734027356
205,"The situation of Fr. Borys Gudziak, the Catholic community, and academic freedom has not come under siege since Yanukovych became president.",False,False,False,False,True,False,False,False,True,True,True,False,True,False,0.5833333333333334,0.48611111111111116,-0.05996650232074808,-0.013079038045655418
206,John Tefft is not aware of recent events concerning Fr. Gudziak and the Catholic community.,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9166666666666666,0.1527777777777779,-0.046345315802006015,0.01008715428965691
207,The recent developments concerning Fr. Gudziak and the Catholic community are described as a good turn of events.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.05723927787756893,-0.005110251717656957
208,Spanta is an Afghan official considering resignation with Karzai.,True,True,False,False,False,True,False,True,False,False,False,False,False,False,0.16666666666666666,0.2777777777777777,-0.023027555264380523,0.028280899336136655
209,Bruce Jones at NYU is coordinating Track II regional work involving Spanta.,True,True,False,False,False,True,False,True,False,False,False,True,False,True,0.3333333333333333,0.4444444444444444,-0.017017731164478734,-0.006666961543069661
210,There is an arrangement involving Brookings and NYU related to regional diplomatic efforts.,True,True,False,False,False,True,False,True,False,False,False,False,False,True,0.25,0.375,-0.020018156406275855,0.031506281477676125
211,U.S. officials are monitoring and facilitating Afghan political developments.,True,True,False,False,False,False,True,True,False,False,False,False,False,False,0.16666666666666666,0.2777777777777777,-0.017411451402148483,0.031685229334763615
212,Spanta's decision to stay affects U.S. diplomatic strategy in the region.,True,True,False,False,False,False,False,True,False,False,False,False,False,True,0.16666666666666666,0.2777777777777777,-0.024607650712356627,0.0281385043377915
213,"Strobe Talbott sent an email on Wednesday, June 2, 2010, at 6:21 PM.",True,False,False,False,True,True,False,True,True,False,False,False,False,True,0.4166666666666667,0.48611111111111116,0.01444290535093551,0.02494253956441071
214,The email is addressed to Cheryl Mills and Jake Sullivan from the Department of State (DOS).,True,False,False,False,False,True,False,False,True,False,False,False,False,False,0.16666666666666666,0.2777777777777777,0.0027222765117425928,0.03415643468863229
215,The subject or topic of the email is follow up on an Afghan matter.,True,False,False,False,False,True,True,True,False,False,False,True,True,True,0.5,0.5,0.0049831273150136,0.032664941245127074
216,Strobe Talbott connected with Bruce Jones at New York University (NYU) regarding Spanta.,True,False,False,False,False,True,False,True,False,False,False,True,False,True,0.3333333333333333,0.4444444444444444,-0.014770550275161907,-0.004987092396030513
217,Bruce Jones contacted Strobe Talbott offering to help Spanta put together an arrangement at NYU.,True,False,True,False,False,False,True,True,False,False,False,False,False,True,0.3333333333333333,0.4444444444444444,-0.015536663510500561,-0.007269989523584007
218,The arrangement might have a Brookings offshoot.,True,False,False,False,False,True,False,True,False,False,False,True,False,True,0.3333333333333333,0.4444444444444444,-0.017169953843336014,0.027788127400634077
219,Spanta needed to decide with Karzai whether the timing was right for him to leave.,True,False,False,False,False,True,False,True,False,True,False,True,False,True,0.4166666666666667,0.48611111111111116,-0.023217983187721152,0.02784088909215165
220,Spanta got back in touch with Bruce Jones saying he decided to stay on a bit longer.,True,False,False,False,False,True,False,True,False,True,True,False,False,True,0.4166666666666667,0.48611111111111116,-0.01626584561661473,-0.0048914625971873595
221,Spanta agreed to participate in some Track II regional work that Bruce Jones has underway.,True,False,False,False,False,True,False,True,False,False,False,True,False,True,0.3333333333333333,0.4444444444444444,-0.016643025236856356,-0.007058970010409033
222,The situation has ended up in the right place for now according to the email.,True,False,False,False,False,True,True,True,False,False,True,True,True,True,0.5833333333333334,0.48611111111111105,0.021241211522789155,0.02013922805917086
223,"Bruce Jones, Martin, and Strobe Talbott will be open to other New York or Washington DC possibilities when Spanta's situation changes.",True,False,False,False,False,True,False,True,False,False,False,False,True,True,0.3333333333333333,0.4444444444444444,-0.013730100984633035,-0.009580908899222985
224,Strobe Talbott thanks the recipients for the truly terrific event at Brookings.,True,False,False,False,True,True,False,True,False,False,False,False,False,True,0.3333333333333333,0.4444444444444444,0.0214917195442468,0.02453905139164989
225,"The email is signed as Regards, Strobe.",True,False,True,False,True,True,False,True,False,False,False,False,True,True,0.5,0.5,0.017334452466691627,0.020035548815021655
226,Spanta has already resigned from his position.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.022414959719534538,0.02735108712876347
227,Bruce Jones at NYU is not coordinating Track II regional work involving Spanta.,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0.9166666666666666,0.1527777777777779,-0.014943499192467194,-0.000518268848031817
228,There is no arrangement involving Brookings and NYU related to regional diplomatic efforts.,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.9166666666666666,0.1527777777777779,-0.02106363279254015,0.030818931950749643
229,U.S. officials are not monitoring and facilitating Afghan political developments.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.01591897369406176,0.03128493743646733
230,Spanta's decision to stay eliminates the need for any U.S. diplomatic engagement in the region.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.022063380807614403,0.028724019607006216
231,"Strobe Talbott did not send an email on Wednesday, June 2, 2010, at 6:21 PM.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.010423587226336708,0.022564453179263262
232,The email is not addressed to Cheryl Mills and Jake Sullivan from the Department of State (DOS).,False,False,False,False,False,True,False,True,True,True,False,True,True,False,0.5,0.5,0.0033321566969790224,0.03449903062537599
233,The subject or topic of the email is not follow up on an Afghan matter.,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.8333333333333334,0.2777777777777777,0.0045781638493709136,0.03264507695365825
234,Strobe Talbott did not connect with Bruce Jones at NYU regarding Spanta.,False,False,False,True,True,False,False,False,False,False,False,False,False,False,0.8333333333333334,0.2777777777777777,-0.009086127492185106,0.0020814721382502784
235,Bruce Jones did not contact Strobe Talbott offering to help Spanta put together an arrangement at NYU.,False,False,True,False,False,True,True,True,True,True,True,False,True,False,0.3333333333333333,0.4444444444444444,-0.010287668565624977,-0.005022163735362332
236,The arrangement definitely has no Brookings offshoot.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9166666666666666,0.1527777777777779,-0.016532838731403484,0.028916348691910624
237,Spanta didn't need to decide with Karzai whether the timing was right for him to leave.,False,False,False,False,False,True,False,False,True,False,True,False,True,False,0.6666666666666666,0.4444444444444444,-0.023032417978874127,0.027806667654749897
238,Spanta got back in touch with Bruce Jones saying he decided to leave immediately.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.02131444562219259,0.004380527973003462
239,Spanta declined to participate in any Track II regional work that Bruce Jones has underway.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.013082916702266063,-0.005025898672380097
240,The situation has not ended up in the right place for now according to the email.,False,False,False,False,False,False,True,False,False,True,False,True,True,False,0.6666666666666666,0.4444444444444444,0.022477823165557652,0.022704842173981214
241,"Bruce Jones, Martin, and Strobe Talbott will not be open to any New York or Washington DC possibilities when Spanta's situation changes.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.009404152779638035,-0.009437834430858784
242,Strobe Talbott criticizes the recipients for the poorly organized event at Brookings.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.003140459083271466,0.0305660256542294
243,"The email is signed as Regards, Alice.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.018187758629586458,0.02010137981000855
244,The President had a bilateral meeting with Dutch Prime Minister Jan Peter Balkenende at the White House Oval Office at 10:00 am.,True,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,-0.0730642390497232,-0.003869477230434768
245,The President made a joint statement to the press with Dutch PM Balkenende at 10:30 am in the Oval Office.,True,True,False,False,False,True,False,True,False,False,False,False,False,True,0.25,0.375,-0.07531946293973082,-0.005775864231723491
246,The President departed the White House at 10:50 am en route to the State Department.,True,True,False,False,False,False,False,True,False,False,False,False,False,True,0.16666666666666666,0.2777777777777777,-0.05629475528151145,0.010157163650571207
247,The Secretary of State had an office meeting at 11:00 am and subsequent meetings including a bilateral with Dutch Foreign Minister Maxime Verhagen at 2:45 pm.,True,True,False,False,False,True,True,True,False,False,False,False,False,True,0.3333333333333333,0.4444444444444444,-0.04999608990118192,0.013302323225010569
248,There was a camera spray in the Treaty Room before photo ops at 3:15 pm and again before the 4:30 pm conference room meeting.,True,True,False,False,False,True,False,True,False,False,True,False,False,True,0.3333333333333333,0.4444444444444444,-0.05318977707808485,0.010099241073954417
249,The Secretary had a bilateral with Latvian Foreign Minister Maris Riekstins at 4:00 pm.,True,True,False,False,False,True,False,True,False,False,False,False,False,True,0.25,0.375,-0.05357817366908825,0.012421414142243847
250,A phone call between the Secretary of State and British Foreign Secretary David Miliband occurred at 4:45 pm.,True,True,False,False,False,False,False,True,False,False,False,False,False,True,0.16666666666666666,0.2777777777777777,-0.05785714823884041,0.010325477345656552
251,The Secretary departed the State Department at 5:10 pm heading back to the White House.,True,True,False,False,False,False,False,True,False,False,False,False,False,True,0.16666666666666666,0.2777777777777777,-0.0552513510142943,0.010892477269271906
252,A weekly Principal's Committee meeting took place at the White House at 5:15 pm.,True,True,False,False,False,False,False,True,False,False,True,False,False,True,0.25,0.375,-0.055896490277506844,0.007152556322174497
253,"The President’s pre-brief meeting was at 9:15 am in the Oval Office, followed by a one-on-one with Dutch PM Balkenende at 9:30 am.",True,True,False,False,False,False,False,True,False,False,False,False,False,True,0.16666666666666666,0.2777777777777777,-0.068471041257879,0.0006851933124223617
254,"Precise timings and locations of Presidential and Secretary of State’s schedule on 06/30/2015 are documented, revealing sensitive government operational details.",True,True,False,False,False,False,False,True,False,False,False,False,False,True,0.16666666666666666,0.2777777777777777,-0.024021361219106602,0.03289526564711242
255,"At 10:00 am, the President held an expanded bilateral meeting with the Dutch Prime Minister.",True,False,False,False,False,True,False,True,False,False,False,True,False,True,0.3333333333333333,0.4444444444444444,-0.0688924558223573,0.0004945300688261221
256,Jan Peter Balkenende was present at the White House Oval Office at 10:30 am.,True,False,False,False,False,True,False,True,False,False,False,False,False,True,0.25,0.375,-0.07144273799917843,-0.0019252479358583432
257,"At 10:30 am, the President made a statement to the press with Prime Minister Balkenende.",True,False,False,False,False,True,False,True,False,False,False,False,False,True,0.25,0.375,-0.07494659922999743,-0.00503377441968229
258,"At 2:00 pm, a meeting was held with Under Secretary Ellen Tauscher in the Secretary's Office.",True,False,False,False,False,True,False,True,False,False,False,False,False,True,0.25,0.375,-0.056208641445866646,0.00825294064603924
259,"At 2:45 pm, a bilateral meeting occurred with Dutch Foreign Minister Maxime Verhagen in the Secretary's Conference Room.",True,False,False,False,False,True,False,False,False,False,False,True,False,False,0.16666666666666666,0.2777777777777777,-0.05685049075562946,0.00967055032988265
260,"At 4:00 pm, a bilateral meeting occurred with Latvian Foreign Minister Maris Riekstins in the Secretary's Outer Office and Marshall Room.",True,False,False,False,False,False,False,True,False,False,False,False,False,True,0.16666666666666666,0.2777777777777777,-0.055080991404062904,0.011364485375931172
261,"At 4:45 pm, a telephone call was held with British Foreign Secretary David Miliband from the Secretary's Office.",True,False,False,False,False,True,False,True,False,False,False,False,False,True,0.25,0.375,-0.057577929350183396,0.010824317412384968
262,"At 9:15 am, the President held a pre-brief meeting in the Oval Office.",True,False,False,False,False,True,False,True,False,False,False,False,False,True,0.25,0.375,-0.05465488675957446,0.008174176624125147
263,"At 9:30 am, the President had a one-on-one meeting with Dutch Prime Minister Balkenende in the Oval Office.",True,False,False,False,False,True,False,False,False,False,False,False,False,True,0.16666666666666666,0.2777777777777777,-0.07154265099680598,-0.00188117847071851
264,The document is designated Doc No. C05763077 and dated 06/30/2015.,True,False,False,False,False,True,False,True,True,False,False,True,False,False,0.3333333333333333,0.4444444444444444,-0.009672179355019458,0.03632803831651055
265,The President had a bilateral meeting with Dutch Prime Minister Jan Peter Balkenende in the Treaty Room at 10:00 am.,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.9166666666666666,0.1527777777777779,-0.06978187829088807,-0.00027517984235954303
266,The President did not make a joint statement to the press with Dutch PM Balkenende at 10:30 am in the Oval Office.,False,True,True,True,True,False,True,True,True,False,True,True,True,False,0.25,0.375,-0.06735269595308982,0.002616949968468513
267,The President departed the White House at 10:50 am en route to the Pentagon.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.05827028194957117,0.008241761161337131
268,"The Secretary of State did not have an office meeting at 11:00 am, nor did he have any subsequent meetings, including the bilateral with Dutch Foreign Minister Maxime Verhagen at 2:45 pm.",False,True,False,False,True,False,False,False,True,False,False,False,False,False,0.8333333333333334,0.2777777777777777,-0.04626899501882098,0.01787384855513585
269,There was a camera spray in the Treaty Room after photo ops at 3:15 pm and again before the 4:30 pm conference room meeting.,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.9166666666666666,0.1527777777777779,-0.055419910218344165,0.008838236728316136
270,The Secretary did not have a bilateral with Latvian Foreign Minister Maris Riekstins at 4:00 pm.,False,True,False,True,False,False,False,False,False,False,True,True,False,False,0.75,0.375,-0.04663237681213126,0.01664306568077572
271,No phone call between the Secretary of State and British Foreign Secretary David Miliband occurred at 4:45 pm.,False,True,True,True,False,False,False,False,True,True,False,False,False,False,0.6666666666666666,0.4444444444444444,-0.05425348680291944,0.01285916011837116
272,The Secretary did not depart the State Department at 5:10 pm heading back to the White House.,False,True,False,True,True,True,True,True,True,False,True,True,True,False,0.25,0.375,-0.0488012871698353,0.015745699570298224
273,A weekly Principal's Committee meeting took place at the Pentagon at 5:15 pm.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.055007086098344475,0.006988346261568272
274,"The President’s pre‑brief meeting was not at 9:15 am in the Oval Office, followed by a one‑on‑one with Dutch PM Balkenende at 9:30 am.",False,True,False,False,True,True,False,False,False,False,True,False,True,False,0.6666666666666666,0.4444444444444444,-0.06586972976769168,0.002406147129707854
275,"Precise timings and locations of Presidential and Secretary of State’s schedule on 06/30/2015 are documented, revealing non‑sensitive private details.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.02588553411872275,0.03233647107329411
276,"At 10:00 am, the President did not hold an expanded bilateral meeting with the Dutch Prime Minister.",False,False,False,True,False,False,False,False,False,True,True,True,True,True,0.5,0.5,-0.060793473767565685,0.006857974644977684
277,Jan Peter Balkenende was not present at the White House Oval Office at 10:30 am.,False,False,False,False,False,True,False,False,True,True,False,False,False,False,0.75,0.375,-0.0673587040499586,0.0022376224060852504
278,"At 10:30 am, the President did not make a statement to the press with Prime Minister Balkenende.",False,False,False,True,True,False,False,False,False,True,False,False,False,False,0.75,0.375,-0.0675240806365803,0.0017991067253984472
279,"At 2:00 pm, a meeting was held with Under Secretary Ellen Tauscher in the Oval Office.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.05765283127066238,0.00740839065962333
280,"At 2:45 pm, a bilateral meeting took place with the Canadian Prime Minister Maxime Verhagen in the Secretary’s Conference Room.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.05717118234627135,0.009003733155914588
281,"At 4:00 pm, a bilateral meeting did not occur with Latvian Foreign Minister Maris Riekstins in the Secretary's Outer Office and Marshall Room.",False,False,False,True,True,False,True,False,False,True,False,True,True,False,0.5,0.5,-0.05174915102066819,0.013394136424569707
282,No telephone call was held with British Foreign Secretary David Miliband at 4:45 pm from the Secretary's Office.,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.8333333333333334,0.2777777777777777,-0.05676373939883976,0.011656500661361119
283,"At 9:15 am, the President held a post‑brief meeting in the Situation Room.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.05278746518779683,0.009648102072516068
284,"At 9:30 am, the President did not have a one‑on‑one meeting with Dutch Prime Minister Balkenende in the Oval Office.",False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.75,0.375,-0.06659962652337383,0.0026932896496506854
285,The document is designated Doc No. C05763077 and dated 06/30/2025.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.0049012735719444365,0.03666285145024462
286,Carr Futures has received approval from Enron finance to create margin financing for executing and clearing Nymex and e-Nymex business.,True,True,False,False,False,False,False,True,True,False,False,False,False,False,0.16666666666666666,0.2777777777777777,-0.007917093358755295,-0.026412116427952558
